Film,Developer,Dilution,ISO,35MM,120,Sheet,Temp,Notes
Silberra Pan/Ultima 100,Rodinal,1+25,200,6,,,20C,
Silberra Pan/Ultima 100,Silberra Ascorol,1+29,200,7,,,22C,
Silberra Pan/Ultima 100,Silberra Pyro-HD,1+1+100,200,13,,,22C,
Silberra Pan/Ultima 100,Silberra RDN-LQ,1+25,200,6,,,22C,
Silberra Pan/Ultima 100,Silberra S-76,stock,200,7,,,22C,
Silberra Pan/Ultima 100,XT-3,stock,200,8,,,22C,
Silberra Pan/Ultima 100,Xtol,stock,200,8,,,22C,
Silberra Pan/Ultima 160,D-76,stock,200,14,,,20C,
Silberra Pan/Ultima 160,D-76,1+1,200,19,,,20C,
Silberra Pan/Ultima 160,D-76,1+2,200,22,,,20C,
Silberra Pan/Ultima 160,HC-110,B,160,9,,,20C,<a href="devchart.php?devrow=13645">[notes]</a>
Silberra Pan/Ultima 160,ID-11,stock,200,14,,,20C,
Silberra Pan/Ultima 160,ID-11,1+1,200,19,,,20C,
Silberra Pan/Ultima 160,ID-11,1+2,200,22,,,20C,
Silberra Pan/Ultima 160,Ilfosol 3,1+9,160,6,,,20C,
Silberra Pan/Ultima 160,Microphen,stock,160,8,,,20C,
Silberra Pan/Ultima 160,Pyrocat-HD,1+1+100,200,21,,,20C,
Silberra Pan/Ultima 160,Silberra Ascorol,1+29,200,14,,,20C,
Silberra Pan/Ultima 160,Silberra Ascorol,1+29,200,10:30,,,22C,
Silberra Pan/Ultima 160,Silberra Pyro-HD,1+1+100,200,21,,,20C,
Silberra Pan/Ultima 160,Silberra Pyro-HD,1+1+100,200,17,,,22C,
Silberra Pan/Ultima 160,Silberra RDN-LQ,stock,200,17,,,20C,
Silberra Pan/Ultima 160,Silberra S-76,stock,200,14,,,20C,
Silberra Pan/Ultima 160,Ultrafin,1+20,160,9,,,20C,
Silberra Pan/Ultima 160,Ultrafin T-Plus,1+6,160,6:30,,,23C,
Silberra Pan/Ultima 200,D-76,stock,200,12,,,20C,
Silberra Pan/Ultima 200,D-76,1+1,200,16,,,20C,
Silberra Pan/Ultima 200,D-76,1+2,200,20,,,20C,
Silberra Pan/Ultima 200,Eco Pro,stock,200,10,,,20C,
Silberra Pan/Ultima 200,ID-11,stock,200,12,,,20C,
Silberra Pan/Ultima 200,ID-11,1+1,200,16,,,20C,
Silberra Pan/Ultima 200,ID-11,1+2,200,20,,,20C,
Silberra Pan/Ultima 200,Pyrocat-HD,1+1+100,200,17,,,20C,
Silberra Pan/Ultima 200,Rodinal,1+25,200,8,,,20C,
Silberra Pan/Ultima 200,Silberra Ascorol,1+29,200,12,,,20C,
Silberra Pan/Ultima 200,Silberra Ascorol,1+29,200,9,,,22C,
Silberra Pan/Ultima 200,Silberra Micro-F,stock,200,12,,,20C,
Silberra Pan/Ultima 200,Silberra Microl,stock,200,22,,,20C,
Silberra Pan/Ultima 200,Silberra Pyro-HD,1+1+100,200,17,,,20C,
Silberra Pan/Ultima 200,Silberra Pyro-HD,1+1+100,200,14,,,22C,
Silberra Pan/Ultima 200,Silberra RDN-LQ,1+25,200,8,,,22C,
Silberra Pan/Ultima 200,Silberra S-76,stock,200,12,,,20C,
Silberra Pan/Ultima 200,Silberra S-76,stock,200,8:30,,,22C,
Silberra Pan/Ultima 200,XT-3,stock,200,10,,,20C,
Silberra Pan/Ultima 200,Xtol,stock,200,10,,,20C,
Silberra Pan/Ultima 50,Microphen,stock,50,8:30,,,20C,
Silberra Pan/Ultima 50,Rodinal,1+100,50,9,,,20C,
Silberra S25,D-76,stock,25,4:30,,,20C,
Silberra S25,D-76,1+1,25,6:30,,,20C,
Silberra S25,HC-110,F,25,10,,,20C,<a href="devchart.php?devrow=15479">[notes]</a>
Silberra S25,ID-11,stock,25,4:30,,,20C,
Silberra S25,ID-11,1+1,25,6:30,,,20C,
Silberra S25,Perceptol,stock,25,8,,,20C,
Silberra S25,Rodinal,1+100,25,6,,,20C,
Silberra S25,Silberra Aphenol,stock,25,4:30,,,20C,
Silberra S25,Silberra RDN-LQ,1+100,25,6,,,20C,
Silberra S25,Silberra S-76,stock,25,4:30,,,20C,
Silberra S25,Silberra S-76,1+1,25,6:30,,,20C,
Silberra S25,XT-3,stock,25,4:30,,,20C,
Silberra S25,Xtol,stock,25,4:30,,,20C,
Silberra U200,510-Pyro,1+100,125,17,,,20C,
Silberra U200,D-76,stock,200,10,,,20C,
Silberra U200,D-76,1+1,200,12,,,20C,
Silberra U200,HC-110,B,200,4:30,,,20C,<a href="devchart.php?devrow=17352">[notes]</a>
Silberra U200,ID-11,stock,200,10,,,20C,
Silberra U200,ID-11,1+1,200,12,,,20C,
Silberra U200,Rodinal,1+25,200,6:30,,,20C,
Silberra U200,Rodinal,1+50,200,12,,,20C,
Silberra U200,Silberra Ascorol,1+29,200,9,,,20C,
Silberra U200,Silberra Pyro-HD,1+1+100,200,16,,,20C,
Silberra U200,Silberra RDN-LQ,1+25,200,7,,,20C,
Silberra U200,Silberra RDN-LQ,1+50,200,12,,,20C,
Silberra U200,Silberra S-76,stock,200,10,,,20C,
Silberra U200,Silberra S-76,1+1,200,12,,,20C,
Silberra U400,D-76,stock,400,7,,,20C,
Silberra U400,D-76,1+1,400,10,,,20C,
Silberra U400,HC-110,B,400,5,,,20C,<a href="devchart.php?devrow=15467">[notes]</a>
Silberra U400,ID-11,stock,400,7,,,20C,
Silberra U400,ID-11,1+1,400,10,,,20C,
Silberra U400,Perceptol,stock,400,12,,,20C,
Silberra U400,Rodinal,1+50,400,7:30,,,20C,
Silberra U400,Silberra Aphenol,stock,400,5:30,,,20C,
Silberra U400,Silberra RDN-LQ,1+50,400,7:30,,,20C,
Silberra U400,Silberra S-76,stock,400,7,,,20C,
Silberra U400,Silberra S-76,1+1,400,10,,,20C,
Silberra U400,XT-3,stock,400,5:30,,,20C,
Silberra U400,Xtol,stock,400,5:30,,,20C,
Street Candy ATM 400,*see notes*,,,,,,,<a href="devchart.php?devrow=16883">[notes]</a>
Street Candy ATM 400,510-Pyro,1+100,400,9,,,20C,
Street Candy ATM 400,D-76,stock,400,8,,,20C,
Street Candy ATM 400,D-76,1+1,400,9:30,,,20C,
Street Candy ATM 400,ID-11,stock,400,8,,,20C,
Street Candy ATM 400,ID-11,1+1,400,9:30,,,20C,
Street Candy ATM 400,Ilford HC,1+31,400,7:30,,,20C,
Street Candy ATM 400,Ilfotec DD-X,1+4,400,9,,,20C,
Street Candy ATM 400,Rodinal,1+25,400,6,,,20C,
Street Candy ATM 400,Xtol,1+1,400,12,,,20C,
Svema 200 Reporter,D-76,stock,100,6:15,,,20C,
Svema 200 Reporter,D-76,1+1,200,20,,,20C,
Svema 200 Reporter,ID-11,stock,100,6:15,,,20C,
Svema 200 Reporter,ID-11,1+1,200,20,,,20C,
Svema 200 Reporter,Rodinal,1+25,200,5,,,18C,
Svema A2-SH,Bellini DF2 Duo Step,stock,640,3+3,,,20C,
Svema A2-SH,D-76,stock,400,13,,,20C,
Svema A2-SH,Diafine,stock,640,3+3,,,20C,
Svema A2-SH,ID-11,stock,400,13,,,20C,
Svema A2-SH,Microphen,stock,3200,32,,,20C,
Svema A2-SH,Mikratol-2,1+50,200,12,,,20C,<a href="devchart.php?devrow=12341">[notes]</a>
Svema A2-SH,Mikratol-2,1+50,200,15,,,20C,<a href="devchart.php?devrow=12342">[notes]</a>
Svema A2-SH,Mikratol-2,1+50,400,15,,,20C,<a href="devchart.php?devrow=12343">[notes]</a>
Svema A2-SH,Mikratol-2,1+50,400,20,,,20C,<a href="devchart.php?devrow=12344">[notes]</a>
Svema A2-SH,Mikratol-2,1+50,800,22,,,20C,<a href="devchart.php?devrow=12345">[notes]</a>
Svema A2-SH,Mikratol-2,1+50,800,28,,,20C,<a href="devchart.php?devrow=12346">[notes]</a>
Svema A2-SH,Rodinal,1+50,400,20,,,20C,
Svema Blue Sensitive,HC-110,H,6,10:30,,,20C,<a href="devchart.php?devrow=12316">[notes]</a>
Svema Blue Sensitive,Ilfosol 3,1+14,1.5,6,,,20C,
Svema FN250,Rodinal,1+25,100,8:30,8:30,,20C,
Svema FN32,Ilfotec LC29,1+29,32,4-6,4-6,,20C,
Svema FN32,Rodinal,1+50,32,12,12,,20C,
Svema FN64,D-76,1+3,50,15,15,15,20C,
Svema FN64,D-76,stock,64,9,9,9,20C,
Svema FN64,Eco Pro,1+1,64,11,11,11,20C,<a href="devchart.php?devrow=13420">[notes]</a>
Svema FN64,Fomadon LQN,1+10,64,7:30,7:30,7:30,20C,
Svema FN64,Fomadon R09,1+100,64,60,60,60,20C,
Svema FN64,HC-110,B,64,8,8,8,20C,<a href="devchart.php?devrow=11080">[notes]</a>
Svema FN64,HC-110,F,64,18,18,18,20C,<a href="devchart.php?devrow=10406">[notes]</a>
Svema FN64,HC-110,B,400,18,18,18,20C,<a href="devchart.php?devrow=11507">[notes]</a>
Svema FN64,ID-11,1+3,50,15,15,15,20C,
Svema FN64,ID-11,stock,64,9,9,9,20C,
Svema FN64,Ilfosol 3,1+14,64,13,13,13,17C,
Svema FN64,Kalogen,1+60,32,5:30,5:30,5:30,20C,
Svema FN64,Pyrocat-HD,1+1+100,32,10,10,10,20C,<a href="devchart.php?devrow=12582">[notes]</a>
Svema FN64,Rodinal,1+25,64,6:15,6:15,6:15,20C,
Svema FN64,Rodinal,1+50,64,10:30,10:30,10:30,20C,
Svema FN64,Rodinal,1+50,64,11,11,11,20C,<a href="devchart.php?devrow=12236">[notes]</a>
Svema FN64,Rodinal,1+50,125,11,11,11,20C,<a href="devchart.php?devrow=12237">[notes]</a>
Svema FN64,XT-3,1+1,64,11,11,11,20C,<a href="devchart.php?devrow=16289">[notes]</a>
Svema FN64,Xtol,1+1,64,11,11,11,20C,<a href="devchart.php?devrow=5012">[notes]</a>
Svema Foto 100,Caffenol C-M,stock,100,14,,,21C,
Svema Foto 100,D-76,stock,100,7,,,20C,
Svema Foto 100,D-76,1+1,100,11:30,,,20C,
Svema Foto 100,Eco Pro,1+1,100,10,,,20C,<a href="devchart.php?devrow=13006">[notes]</a>
Svema Foto 100,Fomadon LQN,1+10,800,32,,,23C,
Svema Foto 100,HC-110,B,200,11,,,20C,<a href="devchart.php?devrow=8210">[notes]</a>
Svema Foto 100,ID-11,stock,100,7,,,20C,
Svema Foto 100,ID-11,1+1,100,11:30,,,20C,
Svema Foto 100,Microdol-X,1+3,100,14,,,24C,
Svema Foto 100,Microphen,stock,100,7:30,,,20C,
Svema Foto 100,Rodinal,1+50,100,13,,,20C,
Svema Foto 100,XT-3,1+1,100,10,,,20C,<a href="devchart.php?devrow=15986">[notes]</a>
Svema Foto 100,Xtol,1+1,100,10,,,20C,<a href="devchart.php?devrow=11581">[notes]</a>
Svema Foto 200,D-76,stock,200,8:30,,,20C,
Svema Foto 200,Eco Pro,1+1,200,12,,,20C,
Svema Foto 200,HC-110,J,200,60,,,20C,<a href="devchart.php?devrow=11361">[notes]</a>
Svema Foto 200,Ilfosol 3,1+14,200,12,,,20C,
Svema Foto 200,Ilfotec DD-X,1+4,200,8,,,20C,<a href="devchart.php?devrow=10787">[notes]</a>
Svema Foto 200,Rodinal,1+25,200,7,,,20C,
Svema Foto 200,Rodinal,1+50,200,14,,,20C,
Svema Foto 200,TMax Dev,1+4,200,7:30,,,20C,
Svema Foto 200,XT-3,1+1,200,12,,,20C,
Svema Foto 200,Xtol,1+1,200,12,,,20C,
Svema Foto 400,D-76,stock,400,10,,,20C,
Svema Foto 400,D-76,1+1,400,20,,,20C,
Svema Foto 400,HC-110,B,400,6:30,,,20C,<a href="devchart.php?devrow=13522">[notes]</a>
Svema Foto 400,ID-11,stock,400,10,,,20C,
Svema Foto 400,ID-11,1+1,400,20,,,20C,
Svema Foto 400,Pyrocat-HD,1+1+100,200,14,,,20C,
Svema KN-4S,Rodinal,1+25,12,8,,,20C,
Svema Micrat-Orto,D-76,1+1,0.75,6:45,,,20C,
Svema Micrat-Orto,Eco Pro,stock,0.75,8,,,20C,
Svema Micrat-Orto,Eco Pro,1+1,0.75,14,,,20C,
Svema Micrat-Orto,ID-11,1+1,0.75,6:45,,,20C,
Svema Micrat-Orto,XT-3,stock,0.75,8,,,20C,
Svema Micrat-Orto,XT-3,1+1,0.75,14,,,20C,
Svema Micrat-Orto,Xtol,stock,0.75,8,,,20C,
Svema Micrat-Orto,Xtol,1+1,0.75,14,,,20C,
Svema MZ-3,Caffenol,stock,3,30,,,20C,
Svema MZ-3,Caffenol C-L,stock,1.6,14,,,20C,<a href="devchart.php?devrow=15555">[notes]</a>
Svema MZ-3,D-76,stock,3,5,,,22C,
Svema MZ-3,HC-110,H,3,9:15,,,20C,<a href="devchart.php?devrow=11562">[notes]</a>
Svema MZ-3,ID-11,stock,3,5,,,22C,
Svema MZ-3,Ilfotec HC,1+17,3,6,,,20C,
Svema MZ-3,Rodinal,1+50,3,8,,,21C,
Svema NK-2,Ilfotec LC29,1+29,25,5,,,20C,<a href="devchart.php?devrow=12498">[notes]</a>
Svema NK-2SH,Bellini DF2 Duo Step,stock,100,4+4,,,20C,
Svema NK-2SH,D-76,stock,100,10,,,20C,
Svema NK-2SH,D-76,stock,320,11,,,20C,<a href="devchart.php?devrow=12118">[notes]</a>
Svema NK-2SH,Diafine,stock,100,4+4,,,20C,
Svema NK-2SH,Eco Pro,stock,100,7:15,,,20C,
Svema NK-2SH,HC-110,B,100,10,,,20C,<a href="devchart.php?devrow=12514">[notes]</a>
Svema NK-2SH,ID-11,stock,100,10,,,20C,
Svema NK-2SH,ID-11,stock,320,11,,,20C,<a href="devchart.php?devrow=12362">[notes]</a>
Svema NK-2SH,Ilfosol 3,1+14,100,12,,,20C,
Svema NK-2SH,Ilfotec LC29,1+29,25,5,,,20C,<a href="devchart.php?devrow=11629">[notes]</a>
Svema NK-2SH,Rollei D74,1+15,100,5,,,20C,
Svema NK-2SH,XT-3,stock,100,7:15,,,20C,
Svema NK-2SH,Xtol,stock,100,7:15,,,20C,
Svema Type 17,Eco Pro,stock,400,7,,,20C,
Svema Type 17,UPB-1,stock,400,13,,,20C,
Svema Type 17,XT-3,stock,400,7,,,20C,
Svema Type 17,Xtol,stock,400,7,,,20C,
Svema ZT-7,HC-110,H,6,11:30,,,20C,<a href="devchart.php?devrow=14848">[notes]</a>
Svema ZT-8,D-76,1+1,3,6,,,20C,
Svema ZT-8,ID-11,1+1,3,6,,,20C,
Svema ZT-8,Rodinal,1+50,100,11,,,20C,<a href="devchart.php?devrow=8329">[notes]</a>
Tasma 100 Super,D-76,1+1,100,7,,,20C,
Tasma 100 Super,ID-11,1+1,100,7,,,20C,
Tasma 100 Super,Rodinal,1+50,100,9,,,20C,
Tasma A-2,Pyrocat-HD,1+1+100,400,18,,,20C,
Tasma FN-64,Foma Universal,stock,25,7:30,,,20C,
Tasma FN-64,Rodinal,1+50,64,12,,,20C,
Tasma KN-1,Rodinal,1+50,100,22,,,20C,
Tasma KN-1,Rodinal,1+36,400,25,,,20C,
Tasma Mikrat 200,D-76,1+1,6,6,,,20C,
Tasma Mikrat 200,ID-11,1+1,6,6,,,20C,
Tasma Mikrat 200,Kalogen,1+60,6,2:30,,,20C,
Tasma Mikrat 200,Kalogen,1+60,25,4,,,20C,
Tasma Mikrat 200,Mikratol-2,1+50,n/a,30,,,20C,<a href="devchart.php?devrow=12347">[notes]</a>
Tasma Mikrat 200,Silberra Ascorol,1+19,25,11:30,,,20C,
Tasma Mikrat 300,Caffenol C-L,stock,25,20,,,20C,<a href="devchart.php?devrow=15592">[notes]</a>
Tasma Mikrat 300,Mikratol-2,1+50,n/a,30,,,20C,<a href="devchart.php?devrow=12348">[notes]</a>
Tasma Mikrat Isopan,D-76,stock,12,9,,,20C,
Tasma Mikrat Isopan,Eco Pro,1+2,12,9,,,21C,
Tasma Mikrat Isopan,ID-11,stock,12,9,,,20C,
Tasma Mikrat Isopan,XT-3,1+2,12,9,,,21C,
Tasma Mikrat Isopan,Xtol,1+2,12,9,,,21C,
Tasma NK-2,Bellini DF2 Duo Step,stock,100,4+4,,,20C,
Tasma NK-2,D-76,stock,100,10,,,20C,
Tasma NK-2,D-76,stock,320,11,,,20C,<a href="devchart.php?devrow=12371">[notes]</a>
Tasma NK-2,Diafine,stock,100,4+4,,,20C,
Tasma NK-2,Eco Pro,stock,100,7:15,,,20C,
Tasma NK-2,HC-110,B,100,10,,,20C,<a href="devchart.php?devrow=12519">[notes]</a>
Tasma NK-2,ID-11,stock,100,10,,,20C,
Tasma NK-2,ID-11,stock,320,11,,,20C,<a href="devchart.php?devrow=12372">[notes]</a>
Tasma NK-2,Ilfosol 3,1+14,100,12,,,20C,
Tasma NK-2,Rodinal,1+50,100,6,,,20C,
Tasma NK-2,Rollei D74,1+15,100,5,,,20C,
Tasma NK-2,Silberra Ascorol,1+19,100,9,,,20C,
Tasma NK-2,XT-3,stock,100,7:15,,,20C,
Tasma NK-2,Xtol,stock,100,7:15,,,20C,
Tasma Type-17,C-41,stock,250,27,,,24C,<a href="devchart.php?devrow=9081">[notes]</a>
Tasma Type-17,D-23,1+4,100,30,,,20C,<a href="devchart.php?devrow=8285">[notes]</a>
Tasma Type-17,D-23,1+2,200,26,,,20C,
Tasma Type-17,D-23,1+2,320,33,,,20C,<a href="devchart.php?devrow=8222">[notes]</a>
Tasma Type-17,FX-1,1+1+8,200,25,,,20C,
Tasma Type-17,Hubl Glycin Paste,1+60,200,20,,,20C,
Tasma Type-17,Pyrocat-HD,1+1+100,320,8:30,,,20C,
Tasma Type-17,Rodinal,1+100,200,60,,,20C,<a href="devchart.php?devrow=14906">[notes]</a>
Tasma Type-17,Stoeckler,stock,250,3+3,,,20C,
Tasma Type-17,Stoeckler,stock,400,15+15,,,20C,
Tasma Type-25L,510-Pyro,1+100,200,12,12,12,20C,<a href="devchart.php?devrow=16892">[notes]</a>
Tasma Type-25L,510-Pyro,1+100,200,12:30,12:30,12:30,20C,<a href="devchart.php?devrow=16926">[notes]</a>
Tasma Type-25L,Acurol-N,1+50,400,13,13,13,20C,<a href="devchart.php?devrow=14942">[notes]</a>
Tasma Type-25L,D-76,1+1,200,10:30,10:30,10:30,22C,
Tasma Type-25L,D-76,1+1,400,14:30,14:30,14:30,24C,
Tasma Type-25L,DK-76,stock,125,7,7,7,20C,
Tasma Type-25L,HC-110,E,125,12,12,12,20C,<a href="devchart.php?devrow=16623">[notes]</a>
Tasma Type-25L,ID-11,1+1,200,10:30,10:30,10:30,22C,
Tasma Type-25L,ID-11,1+1,400,14:30,14:30,14:30,24C,
Tasma Type-25L,Kalogen,1+75,100,7,7,7,25C,
Tasma Type-25L,PC-Glycol,1+1+48,200,19,19,19,20C,<a href="devchart.php?devrow=14713">[notes]</a>
Tasma Type-25L,PC-Glycol,1+1+48,400,20,20,20,20C,<a href="devchart.php?devrow=14714">[notes]</a>
Tasma Type-25L,Pyrocat-HD,1+1+100,125,11,11,11,20C,
Tasma Type-25L,Pyrocat-HD,1+1+100,200,12,12,12,20C,<a href="devchart.php?devrow=14907">[notes]</a>
Tasma Type-25L,Rodinal,1+49,100,7,7,7,20C,
Tasma Type-25L,Silberra Ascorol,1+29,200,8,8,8,20C,
Tasma Type-25L,Silberra RDN-LQ,1+50,125,6:15,6:15,6:15,20C,
Tasma Type-25L,Wiedermann RSC,1+50,160,13,13,13,20C,
Tasma Type-25L,XT-3,1+1,200,9:30,9:30,9:30,20C,
Tasma Type-42L,510-Pyro,1+100,400,13,,,20C,<a href="devchart.php?devrow=16927">[notes]</a>
Tasma Type-42L,D-76,1+1,200,8:30,,,20C,
Tasma Type-42L,D-76,stock,400,10,,,20C,
Tasma Type-42L,D-76,1+1,400,12,,,20C,
Tasma Type-42L,D-76,1+3,400,24,,,20C,
Tasma Type-42L,ID-11,1+1,200,8:30,,,20C,
Tasma Type-42L,ID-11,stock,400,10,,,20C,
Tasma Type-42L,ID-11,1+1,400,12,,,20C,
Tasma Type-42L,ID-11,1+3,400,24,,,20C,
Tasma Type-42L,Ilfotec DD,1+4,200,8:45,,,24C,
Tasma Type-42L,Microphen,stock,400,6,,,24C,
Tasma Type-42L,Microphen,1+3,400,23,,,20C,
Tasma Type-42L,Microphen,stock,1600,14,,,24C,
Tasma Type-42L,Microphen,1+3,1600,55,,,20C,<a href="devchart.php?devrow=13637">[notes]</a>
Tasma Type-42L,Mikratol-2,1+50,400,14,,,22C,<a href="devchart.php?devrow=12331">[notes]</a>
Tasma Type-42L,Perceptol,stock,270,8,,,20C,
Tasma Type-42L,POTA,stock,200,12,,,20C,
Tasma Type-42L,POTA,stock,400,20,,,24C,
Tasma Type-42L,Pyrocat-HD,1+1+100,400,13,,,20C,
Tasma Type-42L,Rodinal,1+39,200,6:30,,,20C,
Tasma Type-42L,Rodinal,1+100,400,60,,,20C,<a href="devchart.php?devrow=15573">[notes]</a>
Tasma Type-42L,XT-3,1+1,400,10,,,20C,
Type-D 200,D-76,stock,200,10,,,20C,<a href="devchart.php?devrow=11767">[notes]</a>
Type-D 200,D-76,1+1,200,12,,,20C,
Type-D 200,Eco Pro,1+1,200,10,,,20C,<a href="devchart.php?devrow=15044">[notes]</a>
Type-D 200,HC-110,B,200,3:30,,,20C,<a href="devchart.php?devrow=11588">[notes]</a>
Type-D 200,ID-11,stock,200,10,,,20C,<a href="devchart.php?devrow=11768">[notes]</a>
Type-D 200,ID-11,1+1,200,12,,,20C,
Type-D 200,Ilfotec DD-X,1+4,200,9:30,,,22C,
Type-D 200,Microphen,1+1,200,10,,,20C,
Type-D 200,Silvermax,1+29,100,11,,,20C,
Type-D 200,Silvermax,1+29,200,16,,,20C,
Type-D 200,Silvermax,1+29,400,20,,,20C,
Type-D 200,XT-3,1+1,200,10,,,20C,<a href="devchart.php?devrow=15744">[notes]</a>
Type-D 200,Xtol,1+1,200,10,,,20C,<a href="devchart.php?devrow=15043">[notes]</a>
Type-D 400,D-76,1+1,400,13,,,20C,
Type-D 400,ID-11,1+1,400,13,,,20C,
Type-D 400,Ilfosol 3,1+9,400,6,,,20C,
Type-D 400,Microphen,stock,200,12,,,20C,
Type-D 400,Microphen,stock,400,14,,,20C,
Ultrafine 125,Arista Liquid,1+9,125,5:30,,,20C,
Ultrafine 125,D-76,stock,125,6-8,,,20C,
Ultrafine 125,D-76,1+1,125,10,,,20C,
Ultrafine 125,HC-110,B,125,5,,,20C,<a href="devchart.php?devrow=8515">[notes]</a>
Ultrafine 125,TMax Dev,1+4,125,5:30,,,20C,
Ultrafine 125,Ultrafine Liquid,1+2,125,5:30,,,20C,
Ultrafine 125,Ultrafine Liquid,1+4,125,8:30,,,20C,
Ultrafine 125,Ultrafine Powder,stock,125,8,,,20C,
Ultrafine 125,Ultrafine Powder,1+1,125,10,,,20C,
Ultrafine 400,Arista Liquid,1+9,400,11,,,20C,
Ultrafine 400,D-76,stock,400,7:30,,,20C,
Ultrafine 400,D-76,1+1,400,13,,,20C,
Ultrafine 400,HC-110,B,400,6,,,20C,<a href="devchart.php?devrow=8523">[notes]</a>
Ultrafine 400,TMax Dev,1+4,400,8,,,20C,
Ultrafine 400,Ultrafine Liquid,1+2,400,7:30,,,20C,
Ultrafine 400,Ultrafine Liquid,1+4,400,11,,,20C,
Ultrafine 400,Ultrafine Powder,stock,400,7:30,,,20C,
Ultrafine 400,Ultrafine Powder,1+1,400,13,,,20C,
Ultrafine Finesse 100,510-Pyro,1+100,100,6,,,20C,
Ultrafine Finesse 100,D-76,stock,100,6:30,,,20C,
Ultrafine Finesse 100,D-76,1+1,100,10:30,,,20C,
Ultrafine Finesse 100,Eco Pro,stock,100,6:30,,,20C,
Ultrafine Finesse 100,Endurance,1+9,100,8,,,20C,
Ultrafine Finesse 100,HC-110,B,100,6:30,,,20C,<a href="devchart.php?devrow=17454">[notes]</a>
Ultrafine Finesse 100,ID-11,stock,100,6:30,,,20C,
Ultrafine Finesse 100,ID-11,1+1,100,10:30,,,20C,
Ultrafine Finesse 100,Rodinal,1+25,100,5:30,,,20C,
Ultrafine Finesse 100,TMax Dev,1+4,100,8,,,20C,
Ultrafine Finesse 100,Xtol,stock,100,6:30,,,20C,
Ultrafine Finesse 400,D-76,stock,400,7:30,,,20C,
Ultrafine Finesse 400,D-76,1+1,400,12:30,,,20C,
Ultrafine Finesse 400,Eco Pro,stock,400,7:30,,,20C,
Ultrafine Finesse 400,Endurance,1+9,400,7,,,20C,
Ultrafine Finesse 400,HC-110,B,400,7,,,20C,<a href="devchart.php?devrow=16650">[notes]</a>
Ultrafine Finesse 400,ID-11,stock,400,7:30,,,20C,
Ultrafine Finesse 400,ID-11,1+1,400,12:30,,,20C,
Ultrafine Finesse 400,Rodinal,1+25,400,6,,,20C,
Ultrafine Finesse 400,TMax Dev,1+4,400,8:30,,,20C,
Ultrafine Finesse 400,Xtol,stock,400,7:30,,,20C,
Ultrafine Ortho Litho,A&amp;B Lith,1+3,8,3,,,20C,
Ultrafine Ortho Litho,D-19,stock,16,5,,,20C,
Ultrafine Ortho Litho,D-76,stock,25,13,,,20C,
Ultrafine Ortho Litho,ID-11,stock,25,13,,,20C,
Ultrafine Ortho Litho,Rodinal,1+150,8,8,,,20C,
Ultrafine Plus 100,Acufine,stock,100,3:30,,,20C,
Ultrafine Plus 100,HC-110,H,100,12,,,20C,<a href="devchart.php?devrow=8604">[notes]</a>
Ultrafine Plus 100,Rodinal,1+100,100,14,,,20C,
Ultrafine Plus 100,Rodinal,1+100,200,18,,,20C,
Ultrafine Plus 400,Arista Liquid,1+9,400,7,,,20C,
Ultrafine Plus 400,D-76,stock,400,7:30,,,20C,
Ultrafine Plus 400,D-76,1+1,400,13,,,20C,
Ultrafine Plus 400,HC-110,B,400,5,,,20C,<a href="devchart.php?devrow=8539">[notes]</a>
Ultrafine Plus 400,TMax Dev,1+4,400,6:30,,,20C,
Ultrafine Plus 400,Ultrafine Liquid,1+2,400,7:30,,,20C,
Ultrafine Plus 400,Ultrafine Liquid,1+4,400,11,,,20C,
Ultrafine Plus 400,Ultrafine Powder,stock,400,7:30,,,20C,
Ultrafine Plus 400,Ultrafine Powder,1+1,400,13,,,20C,
Ultrafine T-Grain 400,Arista Liquid,1+9,400,9,,,20C,
Ultrafine T-Grain 400,D-76,stock,400,6,,,20C,
Ultrafine T-Grain 400,D-76,1+1,400,10,,,20C,
Ultrafine T-Grain 400,HC-110,B,400,5,,,20C,<a href="devchart.php?devrow=8531">[notes]</a>
Ultrafine T-Grain 400,TMax Dev,1+4,400,8,,,20C,
Ultrafine T-Grain 400,Ultrafine Liquid,1+2,400,8,,,20C,
Ultrafine T-Grain 400,Ultrafine Liquid,1+4,400,12:30,,,20C,
Ultrafine T-Grain 400,Ultrafine Powder,stock,400,6,,,20C,
Ultrafine T-Grain 400,Ultrafine Powder,1+1,400,10,,,20C,
Ultrafine Xtreme 100,510-Pyro,1+100,200,19:30,19:30,,20C,
Ultrafine Xtreme 100,510-Pyro,1+100,200,15,15,,21C,<a href="devchart.php?devrow=10217">[notes]</a>
Ultrafine Xtreme 100,Acufine,stock,250,6,6,,20C,<a href="devchart.php?devrow=12062">[notes]</a>
Ultrafine Xtreme 100,Acufine,stock,320,6,6,,20C,<a href="devchart.php?devrow=12063">[notes]</a>
Ultrafine Xtreme 100,Acurol-N,1+70,64,10,10,,20C,
Ultrafine Xtreme 100,Bellini DF2 Duo Step,stock,200,3+3,3+3,,24C,<a href="devchart.php?devrow=15273">[notes]</a>
Ultrafine Xtreme 100,Bellini DF2 Duo Step,stock,400,3+3,3+3,,24C,<a href="devchart.php?devrow=15274">[notes]</a>
Ultrafine Xtreme 100,Black/White &amp; Green,1+49,100,13:30,13:30,,20C,
Ultrafine Xtreme 100,Caffenol Concoction,stock,100,10,10,,20C,
